project_id,project_name,days_remaining,project_manager,team_size,avg_velocity,completed_tasks,total_tasks,completion_rate,avg_utilization_pct,delayed_flag
575,Incubate Open-Source Convergence,11,Tracy Valdez,7,35.4,20,24,83.33333333333334,90,0
576,Integrate Visionary Schemas,38,Peter Lee,13,47.0,140,164,85.36585365853658,74,0
577,Grow E-Business Infrastructures,58,Jennifer Frank,3,26.4,44,127,34.645669291338585,88,1
578,Extend Interactive Mindshare,48,Jennifer Hernandez,8,44.6,196,238,82.35294117647058,72,0
579,Reinvent Enterprise Eyeballs,40,Tammy Hernandez,6,42.8,23,64,35.9375,71,1
580,Re-Intermediate Back-End Systems,46,Kevin White,8,46.2,146,232,62.93103448275862,61,1
581,Revolutionize Transparent Experiences,49,Carrie Mills,13,59.2,74,75,98.66666666666667,87,0
582,Unleash Proactive Technologies,41,Derek Kidd,4,45.0,143,184,77.71739130434783,62,0
583,Harness Value-Added Portals,23,Mary Adams,12,32.2,73,136,53.67647058823529,98,1
584,Reinvent Out-Of-The-Box Bandwidth,26,Drew Clark,12,53.6,160,226,70.79646017699115,80,0
585,Enable Sticky Markets,9,Mary Murphy,12,35.6,52,151,34.437086092715234,86,1
586,Incubate Cross-Media Mindshare,4,Erika Garcia,5,54.4,127,167,76.04790419161677,93,1
587,Harness 24/7 E-Services,36,Erika Sweeney,7,38.2,81,95,85.26315789473684,66,0
588,Implement Enterprise Solutions,57,Joshua Montgomery,9,19.6,115,183,62.841530054644814,63,1
589,Transform Innovative Web-Readiness,11,Kristen Wilson,9,20.0,73,135,54.074074074074076,92,1
590,Optimize Plug-And-Play Channels,42,Diana Ponce,3,25.8,88,154,57.14285714285714,81,1
591,Expedite Ubiquitous Niches,31,Ashley Nguyen,5,59.0,94,149,63.08724832214765,88,1
592,Seize Sticky Deliverables,12,Marissa Salinas,13,23.6,95,96,98.95833333333334,69,0
593,Drive Integrated Initiatives,29,Michael Morris,8,32.6,148,247,59.91902834008097,85,1
594,Redefine Seamless Portals,25,Nicholas Brooks,8,52.8,51,104,49.03846153846153,88,1
595,Harness 24/365 Channels,33,Mr. Paul Alexander,12,69.2,123,124,99.19354838709677,79,0
596,Grow Synergistic E-Commerce,30,William Adams,8,48.8,133,230,57.826086956521735,76,1
597,Disintermediate Distributed Metrics,20,John Adams,3,45.6,173,262,66.03053435114504,61,1
598,E-Enable Dot-Com Deliverables,35,Wayne Dean,5,34.0,154,190,81.05263157894737,96,1
599,Visualize Mission-Critical E-Services,44,Candace Gibson,6,36.0,143,149,95.9731543624161,74,0
600,Deliver Efficient Convergence,58,Amanda Frazier,5,28.2,185,258,71.70542635658916,63,0
601,Morph Wireless Mindshare,27,Briana Martin,10,27.8,59,106,55.660377358490564,66,1
602,Empower 24/365 Vortals,33,Misty Velez,11,40.8,25,77,32.467532467532465,74,1
603,Harness Magnetic Methodologies,36,Jenny Norman,4,60.6,106,136,77.94117647058823,82,0
604,Deploy Impactful Supply-Chains,26,Michael Chan,4,51.8,92,107,85.98130841121495,68,0
605,Grow Cross-Platform Paradigms,32,Autumn Lee,14,33.6,131,195,67.17948717948717,69,1
606,Optimize Frictionless Roi,38,Reginald Spencer,5,50.6,75,85,88.23529411764706,93,1
607,Architect Cutting-Edge Synergies,25,Kathryn Lopez,13,66.0,162,180,90.0,72,0
608,Integrate Virtual Channels,24,Chelsea Francis,3,42.0,119,121,98.34710743801654,72,0
609,Disintermediate Scalable Experiences,48,Kimberly Peterson,7,27.6,168,253,66.40316205533597,86,1
610,Incubate Front-End Vortals,6,Erin Jackson,3,26.4,43,103,41.74757281553398,83,1
611,Deliver Rich Schemas,7,Matthew Tucker,8,44.0,124,127,97.63779527559055,94,1
612,Expedite Next-Generation Info-Mediaries,20,Ross West,8,52.2,109,139,78.41726618705036,61,0
613,Engineer Killer Platforms,29,Bruce Chavez,10,62.6,190,205,92.6829268292683,69,0
614,Integrate Dynamic Supply-Chains,58,Jessica Leonard,10,21.6,107,130,82.3076923076923,62,0
615,Facilitate Web-Enabled Interfaces,12,Joseph Peterson,6,15.6,178,261,68.19923371647509,92,1
616,Drive Best-Of-Breed Solutions,19,Tyrone Bowman,7,36.0,159,159,100.0,79,0
617,Deliver Scalable Initiatives,40,Jeffrey Simpson,6,52.2,48,105,45.714285714285715,81,1
618,Generate Distributed Platforms,40,Charles Morrow,7,60.6,97,103,94.1747572815534,94,1
619,Streamline One-To-One Portals,46,Danielle Nguyen,11,17.6,71,143,49.65034965034965,60,1
620,Implement Clicks-And-Mortar Applications,38,Tammy Williams,4,22.6,185,239,77.40585774058577,87,0
621,Target Holistic E-Tailers,6,Linda Wood,11,20.6,120,168,71.42857142857143,70,0
622,Enhance Ubiquitous Platforms,16,Brian Reid,9,66.8,126,195,64.61538461538461,70,1
623,Grow Robust Eyeballs,1,Tyler Lindsey,6,56.4,182,192,94.79166666666666,97,1
624,Harness 24/7 Action-Items,22,Teresa Hernandez,10,37.2,70,134,52.23880597014925,71,1
625,Strategize Visionary Convergence,53,Anne Andrews,8,47.4,159,255,62.35294117647059,85,1
626,Extend Dynamic Infrastructures,33,Jessica Nelson,4,34.4,142,146,97.26027397260275,67,0
627,Streamline World-Class Metrics,17,Jermaine Lowe,3,54.4,126,211,59.71563981042654,80,1
628,Deploy Collaborative E-Tailers,56,Philip Ferguson,7,26.2,193,205,94.14634146341463,98,1
629,Integrate Vertical Interfaces,28,Miguel Andrade,6,52.8,146,223,65.47085201793722,66,1
630,Drive Customized Applications,25,Kelly Jones,4,47.6,106,121,87.60330578512396,91,1
631,Grow Real-Time Architectures,6,Amy Thompson,12,46.8,157,255,61.568627450980394,89,1
632,Drive Granular Systems,43,Wendy Rodriguez,5,24.0,145,187,77.54010695187165,63,0
633,Strategize Magnetic Paradigms,38,Wyatt Tyler,3,35.0,94,180,52.22222222222223,87,1
634,Envisioneer Revolutionary Interfaces,39,Courtney Wang,13,27.8,25,44,56.81818181818182,68,1
635,Monetize Granular E-Tailers,58,Eugene Flores,14,37.8,97,189,51.32275132275132,71,1
636,Embrace Vertical Architectures,55,Eric Lam,13,40.2,95,172,55.23255813953488,70,1
637,Incubate Sticky Vortals,49,Patrick Ibarra,7,37.4,148,168,88.09523809523809,68,0
638,Revolutionize Virtual Technologies,2,Angelica Hamilton,5,33.6,21,63,33.33333333333333,61,1
639,Matrix B2C Methodologies,6,Bruce Medina,14,48.8,21,42,50.0,99,1
640,Transition Frictionless Deliverables,52,Rebecca Dominguez,9,28.6,57,89,64.04494382022472,99,1
641,Disintermediate Rich Metrics,6,Leslie Jensen,3,46.6,137,151,90.72847682119205,69,0
642,Embrace Back-End Initiatives,58,Christina Kelly,13,45.0,136,187,72.72727272727273,77,0
643,Benchmark Efficient Action-Items,21,Jessica Alexander,6,22.0,188,209,89.95215311004785,76,0
644,Matrix Extensible E-Commerce,21,Christine Conway,9,46.4,171,244,70.08196721311475,64,0
645,Architect Scalable E-Markets,55,Tracy Nichols,12,24.2,183,256,71.484375,99,1
646,Extend Bleeding-Edge Supply-Chains,57,Michele Mcfarland DDS,5,32.8,97,124,78.2258064516129,75,0
647,Optimize B2C Users,35,Anne Arnold,10,22.8,133,223,59.64125560538116,88,1
648,Redefine 24/365 Methodologies,43,Michelle Jones,7,36.2,181,253,71.54150197628458,75,0
649,Strategize Granular Info-Mediaries,18,Kristy Walker,12,47.2,150,187,80.21390374331551,99,1
650,Benchmark Visionary Portals,18,Matthew Cortez,13,11.8,165,221,74.6606334841629,77,0
651,Productize E-Business Action-Items,4,Brenda Watson,12,22.4,94,164,57.3170731707317,86,1
652,Disintermediate Viral Info-Mediaries,19,Shannon Gutierrez,14,38.6,73,136,53.67647058823529,66,1
653,Deploy Customized E-Services,8,Kenneth Garrison,11,39.4,137,137,100.0,84,0
654,Iterate Intuitive Bandwidth,33,Amanda Vega,12,34.4,90,140,64.28571428571429,80,1
655,Orchestrate Impactful Markets,44,Ronald Weber,11,39.0,124,158,78.48101265822784,78,0
656,Enhance B2C Paradigms,57,Richard Wang,11,32.6,61,79,77.21518987341773,81,0
657,Embrace B2B Users,59,Nancy Walsh,6,51.2,28,80,35.0,93,1
658,Extend Robust Paradigms,26,Toni Jones,3,28.0,110,146,75.34246575342466,68,0
659,Grow Magnetic Web Services,56,Brad Chang,11,51.8,168,215,78.13953488372093,63,0
660,Exploit Transparent Paradigms,2,Corey Adams,14,49.6,193,213,90.61032863849765,76,1
661,Incentivize Visionary Niches,28,Hannah Gallegos MD,11,49.0,128,162,79.01234567901234,97,1
662,Grow Value-Added Roi,53,Christina Smith,5,37.8,116,117,99.14529914529915,72,0
663,Drive Granular Deliverables,19,Brian Mcdonald,5,23.6,113,181,62.430939226519335,72,1
664,Transition Efficient Schemas,50,Crystal Underwood,10,36.8,36,71,50.70422535211267,72,1
665,Iterate Leading-Edge Web-Readiness,48,Laura Cisneros,13,47.4,39,124,31.451612903225808,65,1
666,Seize One-To-One Users,45,James Chapman,14,35.4,145,205,70.73170731707317,71,0
667,Leverage Virtual Web-Readiness,32,Marcus Williams,9,46.6,125,169,73.96449704142012,66,0
668,Redefine Innovative Functionalities,35,Daniel Smith,9,19.8,78,156,50.0,87,1
669,Redefine B2C Users,57,Christopher Berg,14,32.6,126,128,98.4375,83,0
670,Benchmark Bricks-And-Clicks Paradigms,59,Terry Ibarra,12,57.6,66,93,70.96774193548387,97,1
671,Brand Turn-Key Web-Readiness,52,Brian Vaughn,9,35.4,34,61,55.73770491803278,62,1
672,Expedite Extensible Mindshare,50,Timothy Robinson,14,60.6,136,227,59.91189427312775,97,1
673,Syndicate Out-Of-The-Box Deliverables,57,David Clark,12,31.6,30,99,30.303030303030305,71,1
674,Generate Web-Enabled Roi,7,Alexis Kelley,5,22.0,92,179,51.39664804469274,80,1
675,Expedite Distributed E-Commerce,40,Kelly Guerra,4,57.6,110,126,87.3015873015873,83,0
676,E-Enable Distributed Platforms,44,Jessica Nelson,3,35.2,99,107,92.5233644859813,92,1
677,Monetize Sticky Partnerships,4,Laura Williams,6,46.0,132,209,63.1578947368421,77,1
678,Strategize B2C Architectures,36,Sharon Garner,4,25.4,117,178,65.73033707865169,77,1
679,Synthesize Revolutionary Experiences,39,Jonathan Griffin,10,63.2,58,95,61.05263157894737,79,1
680,Harness B2C Deliverables,24,Joshua Jackson,3,14.6,29,107,27.102803738317753,72,1
681,Transform Best-Of-Breed Infrastructures,33,Jose Mitchell,8,23.8,77,133,57.89473684210527,84,1
682,Monetize Innovative Paradigms,3,Susan Hubbard,5,49.8,76,147,51.70068027210885,88,1
683,Transform Ubiquitous Applications,21,Darin Clark,8,54.6,155,249,62.24899598393574,78,1
684,Facilitate Global Action-Items,15,Thomas Meyers,14,54.4,170,227,74.8898678414097,83,0
685,Facilitate Leading-Edge E-Business,53,Valerie Anderson,11,44.8,70,144,48.61111111111111,62,1
686,Engineer Back-End Interfaces,36,Dylan Cooke,10,45.2,70,153,45.751633986928105,83,1
687,Matrix Turn-Key Systems,29,Robert Thompson,3,50.6,129,145,88.96551724137932,75,0
688,Mesh Clicks-And-Mortar Paradigms,24,Jeff Atkins DDS,10,27.2,87,101,86.13861386138613,76,0
689,Scale Vertical E-Tailers,39,Emily Duffy,10,34.4,103,154,66.88311688311688,99,1
690,Disintermediate Transparent Web Services,15,Laura Shannon,4,30.4,42,113,37.16814159292036,66,1
691,Reinvent End-To-End Supply-Chains,51,Jeremy Shea,9,42.2,63,154,40.909090909090914,61,1
692,Utilize 24/7 Markets,43,Keith Wade,14,44.4,107,199,53.768844221105525,94,1
693,Envisioneer Vertical Initiatives,39,Monica Colon DVM,6,66.0,160,161,99.37888198757764,85,0
694,Streamline Integrated Deliverables,17,Lisa Rodgers,6,56.2,43,54,79.62962962962963,65,0
695,Extend Magnetic Partnerships,16,Roberto Walker,12,37.6,139,209,66.50717703349282,83,1
696,Cultivate Real-Time Applications,30,Justin Garcia,3,30.2,46,111,41.44144144144144,72,1
697,Benchmark Transparent E-Services,27,Rebecca Jones,12,32.4,20,74,27.027027027027028,64,1
698,Visualize Dot-Com Interfaces,25,Maria Gordon DVM,12,21.4,113,194,58.24742268041238,88,1
699,Monetize B2B Technologies,1,Kevin Gross,11,30.0,138,157,87.89808917197452,61,1
700,Extend Killer Content,54,Mark Vasquez,5,46.0,186,255,72.94117647058823,72,0
701,Extend Clicks-And-Mortar E-Commerce,51,Brandon Pitts,5,37.2,117,210,55.714285714285715,74,1
702,Cultivate Viral Experiences,39,Margaret Norris,4,53.4,151,186,81.18279569892472,76,0
703,Extend Extensible Convergence,4,Erica Salazar,13,46.0,106,127,83.46456692913385,69,1
704,Iterate Efficient Info-Mediaries,27,Brian Nguyen,4,37.0,50,139,35.97122302158273,68,1
705,Monetize Interactive Infrastructures,34,Carrie Mendoza,14,21.8,21,30,70.0,89,0
706,Grow Granular Networks,1,Darrell Gallegos,12,21.8,155,214,72.42990654205607,95,1
707,Extend Revolutionary Bandwidth,8,Raymond Quinn,4,29.4,123,158,77.84810126582279,60,0
708,Optimize Best-Of-Breed Synergies,10,Mathew Guzman,12,26.6,100,143,69.93006993006993,77,1
709,Iterate Impactful Architectures,28,Anthony Ford,5,36.4,170,223,76.23318385650224,72,0
710,Empower Front-End Web-Readiness,57,Dean Bowen,8,55.8,42,130,32.30769230769231,77,1
711,Engage Vertical E-Business,14,Darrell Christensen,13,48.2,130,141,92.19858156028369,82,0
712,Exploit Mission-Critical E-Services,38,Jason Garrison,14,23.2,109,170,64.11764705882354,91,1
713,Implement Proactive Channels,13,Nicholas Curry,7,30.4,30,95,31.57894736842105,73,1
714,Scale 24/365 Channels,1,Cindy Carrillo,10,49.2,169,238,71.00840336134453,92,1
715,Morph Collaborative Supply-Chains,44,Luis Bailey,9,26.6,61,109,55.96330275229357,79,1
716,Exploit Enterprise Bandwidth,34,William Mooney,5,25.6,34,39,87.17948717948718,87,0
717,Enhance Intuitive Action-Items,58,Glenn Brown,6,53.2,24,74,32.432432432432435,90,1
718,Engage Strategic Networks,29,Jeffrey Dougherty,6,54.2,166,262,63.358778625954194,85,1
719,Seize Enterprise Infrastructures,7,Deanna Gomez,12,60.8,136,193,70.46632124352331,64,0
720,Exploit Web-Enabled Bandwidth,10,Mark Hill,8,32.0,132,159,83.01886792452831,63,0
721,Generate Proactive Web-Readiness,54,Beth Nguyen,13,63.4,190,207,91.78743961352657,68,0
722,Expedite Web-Enabled Action-Items,49,Jorge Burke,8,39.8,122,162,75.30864197530865,81,0
723,Whiteboard Extensible Markets,13,William Bailey,12,58.4,104,130,80.0,94,1
724,Innovate 24/7 Networks,54,Richard Kelly,6,36.2,157,196,80.10204081632652,83,0
725,Strategize Extensible E-Business,7,Brian Shaffer,14,63.4,98,182,53.84615384615385,74,1
726,Streamline One-To-One Channels,59,Rebecca Bailey,14,50.0,128,225,56.888888888888886,78,1
727,Envisioneer Revolutionary Deliverables,49,James Davis,14,25.2,103,186,55.376344086021504,95,1
728,Incentivize Sticky Functionalities,16,Brianna Gentry,3,36.6,161,212,75.94339622641509,72,0
729,Repurpose Revolutionary Web Services,56,Jamie Wright,10,36.8,196,227,86.34361233480176,72,0
730,Transition Ubiquitous Markets,5,Christopher Cortez,13,28.0,85,100,85.0,63,0
731,Architect Best-Of-Breed Applications,4,Adrienne Mccarthy,12,29.4,113,192,58.854166666666664,90,1
732,Evolve Cross-Media Portals,37,Terry Baker,7,44.0,86,179,48.04469273743017,61,1
733,Productize End-To-End Functionalities,24,Nancy Brooks,4,39.6,115,160,71.875,74,0
734,Drive Bleeding-Edge Infrastructures,48,Donald Bernard,13,43.8,105,201,52.23880597014925,69,1
735,Unleash Cross-Platform Schemas,7,Erin Gonzalez,5,32.6,76,137,55.47445255474452,97,1
736,Syndicate Visionary Deliverables,4,Sherry Barnes,6,61.6,77,174,44.252873563218394,85,1
737,Facilitate Best-Of-Breed E-Services,42,Laurie Alvarado,8,37.0,133,182,73.07692307692307,83,0
738,Repurpose Leading-Edge Metrics,27,Matthew Cruz,4,38.2,74,144,51.388888888888886,78,1
739,Mesh Collaborative Technologies,38,Valerie Nichols,12,40.4,92,176,52.27272727272727,93,1
740,Productize Viral Deliverables,5,Ms. Jessica Beltran,13,53.0,22,82,26.82926829268293,81,1
741,Target Revolutionary Schemas,54,Amanda Mcclain,7,38.2,28,98,28.57142857142857,65,1
742,Seize Value-Added Schemas,51,Kayla Williams,8,46.2,82,141,58.156028368794324,92,1
743,Revolutionize Virtual Synergies,15,Christina Davis,13,38.4,141,171,82.45614035087719,60,0
744,Orchestrate 24/7 Models,50,Justin Watts,5,58.8,132,161,81.98757763975155,96,1
745,Optimize Dot-Com Applications,46,Brent Ellison,6,33.6,41,69,59.42028985507246,67,1
746,Strategize Cross-Platform Web Services,10,Mary Stanley,3,48.8,57,155,36.774193548387096,87,1
747,Embrace Vertical Bandwidth,58,Belinda Johnson,10,56.6,144,241,59.75103734439834,97,1
748,Target Collaborative E-Commerce,9,Diamond Wilkinson,4,53.0,37,110,33.63636363636363,89,1
749,Integrate Compelling Action-Items,44,Mark Carroll,14,54.8,132,224,58.92857142857143,74,1
750,Synergize Granular Mindshare,10,Marie Jackson,10,31.6,64,133,48.1203007518797,83,1
751,Utilize Wireless Methodologies,46,Alicia Rodriguez,4,37.0,127,149,85.23489932885906,79,0
752,Streamline Web-Enabled Experiences,21,Amber Rhodes,14,24.2,177,225,78.66666666666666,69,0
753,Visualize B2C Architectures,55,James Floyd,14,50.6,156,156,100.0,65,0
754,Benchmark B2B Roi,12,Anthony Zamora,11,40.6,92,161,57.14285714285714,61,1
755,Reinvent Turn-Key Applications,21,Manuel Allison,4,26.0,84,97,86.5979381443299,70,0
756,Integrate Dot-Com Markets,19,Alicia Grimes,7,27.0,168,187,89.83957219251337,93,1
757,Incubate Wireless Infrastructures,3,Mr. Richard Koch,6,37.6,155,156,99.35897435897436,63,1
758,Harness Robust Technologies,50,Jeanne Kennedy,5,59.6,117,159,73.58490566037736,95,1
759,Benchmark Granular E-Commerce,15,James Orr,4,39.2,50,124,40.32258064516129,87,1
760,Generate Sticky Web Services,31,Susan Smith,14,53.0,78,108,72.22222222222221,70,0
761,Empower Cross-Platform Solutions,29,Patricia Adams,5,35.0,186,235,79.14893617021276,62,0
762,Maximize Magnetic E-Tailers,52,Susan Evans,8,55.0,36,62,58.06451612903226,76,1
763,Leverage E-Business Infrastructures,30,Thomas Ortiz,11,41.8,159,189,84.12698412698413,87,0
764,Incentivize Clicks-And-Mortar Experiences,16,Kristina Madden,4,52.4,52,56,92.85714285714286,76,0
765,E-Enable Transparent Bandwidth,8,Brian Allen,8,58.0,167,249,67.06827309236948,81,1
766,Unleash Viral Technologies,14,Megan Jimenez,11,56.6,167,225,74.22222222222223,67,0
767,Enhance E-Business E-Business,40,Mr. William Ferguson,3,52.4,67,155,43.225806451612904,64,1
768,Target Sticky Mindshare,47,Craig Zimmerman,5,37.0,75,129,58.139534883720934,78,1
769,Syndicate Visionary E-Business,42,Katherine Myers,4,58.6,46,46,100.0,82,0
770,Extend Value-Added E-Commerce,38,Curtis Ellis,4,55.2,43,138,31.15942028985507,68,1
771,Re-Intermediate Sticky Schemas,5,George Jackson,9,17.8,114,186,61.29032258064516,60,1
772,Architect Ubiquitous Networks,16,Christina English,4,23.0,182,252,72.22222222222221,94,1
773,Redefine Proactive Communities,29,Joseph Richards,3,30.4,191,258,74.03100775193798,76,0
774,Unleash Strategic Synergies,19,Ashley Winters,7,49.8,139,202,68.8118811881188,88,1
775,Transition Rich Roi,29,Shannon Harrison,14,20.8,68,113,60.17699115044248,73,1
776,Brand Holistic Content,46,Rebecca Little,4,25.4,132,133,99.24812030075188,91,1
777,Disintermediate Compelling Models,29,Carol Hawkins,12,28.2,23,84,27.380952380952383,84,1
778,Evolve Dot-Com Bandwidth,39,Melissa Ballard,6,55.0,153,180,85.0,76,0
779,Embrace Sticky Systems,9,Samuel Davis,10,39.0,63,155,40.64516129032258,67,1
780,Re-Intermediate One-To-One Architectures,41,Daniel Hall,12,24.0,155,239,64.85355648535564,62,1
781,Synthesize Cutting-Edge Initiatives,30,Justin Kelly,8,23.0,161,232,69.39655172413794,81,1
782,Generate Sticky Convergence,8,James Singleton,5,20.8,102,123,82.92682926829268,73,0
783,Re-Intermediate Scalable Eyeballs,27,Raymond Preston,5,40.0,92,102,90.19607843137256,89,0
784,Benchmark End-To-End Systems,4,Kelli Reyes,7,37.8,125,154,81.16883116883116,66,1
785,Drive Leading-Edge Infrastructures,19,Robert Horn,14,29.2,77,125,61.6,62,1
786,Incubate Rich Relationships,8,Jessica Brown,7,29.6,138,164,84.14634146341463,95,1
787,Re-Intermediate Leading-Edge Relationships,55,Lindsey Quinn,10,59.6,191,277,68.95306859205776,68,1
788,Evolve End-To-End Functionalities,28,Regina Davis,11,36.2,90,128,70.3125,62,0
789,Reinvent Bricks-And-Clicks Deliverables,27,Dustin Lang,4,23.0,126,202,62.37623762376238,64,1
790,E-Enable Robust Infrastructures,4,Kristin Kane,3,34.0,143,223,64.12556053811659,80,1
791,Facilitate Customized E-Markets,3,Nicole Moore,14,52.6,175,220,79.54545454545455,97,1
792,Iterate Granular Eyeballs,23,Mark Patton,8,38.8,167,182,91.75824175824175,64,0
793,Matrix Vertical Content,2,Ian Fox,4,30.4,137,195,70.25641025641025,89,1
794,Extend Enterprise Niches,25,Juan Herrera,11,30.4,59,110,53.63636363636364,66,1
795,Exploit Frictionless Markets,21,Laura Walls,4,24.4,31,36,86.11111111111111,60,0
796,Drive End-To-End Metrics,53,Tanya Rodgers,11,56.2,39,129,30.23255813953488,78,1
797,Integrate Mission-Critical E-Tailers,40,Janet Clark,11,36.6,73,125,58.4,95,1
798,Redefine Robust Eyeballs,50,Tiffany Gentry,9,26.4,98,132,74.24242424242425,72,0
799,Innovate Leading-Edge E-Business,14,Andrea Petersen,12,44.6,95,186,51.075268817204304,73,1
800,Synergize Impactful E-Business,23,Charles Norris,5,40.6,106,192,55.208333333333336,87,1
801,Matrix Sticky Users,7,Dr. Kim White,8,36.2,36,42,85.71428571428571,85,0
802,Embrace Cutting-Edge Channels,46,Stephen Calhoun,8,35.6,52,114,45.614035087719294,96,1
803,Transform Customized Action-Items,7,Thomas Osborne,11,19.8,107,199,53.768844221105525,98,1
804,Synthesize Web-Enabled Info-Mediaries,53,Maurice Smith,9,18.6,94,135,69.62962962962963,86,1
805,Re-Intermediate B2C Deliverables,43,Christina Wade,9,51.8,68,158,43.037974683544306,81,1
806,Aggregate Robust Vortals,23,Monica Anderson,5,49.0,20,28,71.42857142857143,66,0
807,Reinvent Best-Of-Breed E-Business,38,Melissa Le,13,43.2,110,196,56.12244897959183,79,1
808,Drive Scalable Infrastructures,16,Kevin Higgins,13,41.4,107,171,62.57309941520468,83,1
809,Repurpose Magnetic Methodologies,57,Ronald Fleming,12,58.6,97,119,81.5126050420168,64,0
810,Extend Cross-Media E-Markets,52,Carlos Oconnor,4,19.4,22,96,22.916666666666664,84,1
811,Deliver Turn-Key Solutions,54,Megan Pierce,4,34.2,125,174,71.83908045977012,80,0
812,Whiteboard Dynamic Action-Items,33,Michael Franklin,4,35.4,150,174,86.20689655172413,95,1
813,Disintermediate B2B Solutions,13,Jessica Heath,13,34.0,20,111,18.01801801801802,86,1
814,Repurpose Global Info-Mediaries,5,Spencer Dominguez,6,31.0,32,67,47.76119402985074,97,1
815,Architect Collaborative Initiatives,2,David Ellis,4,15.6,117,142,82.3943661971831,81,1
816,Benchmark Cross-Platform Mindshare,42,Mark Smith,9,33.6,130,181,71.8232044198895,79,0
817,Enable Enterprise Solutions,4,Pamela Rubio,5,23.8,152,157,96.81528662420382,62,1
818,Aggregate Cutting-Edge Communities,32,Sherri Kim,12,30.0,185,244,75.81967213114754,64,0
819,Seize 24/7 Eyeballs,59,Christine Valdez,12,62.6,121,195,62.05128205128205,66,1
820,E-Enable User-Centric Technologies,27,Richard Coleman,8,41.0,37,68,54.41176470588235,76,1
821,Implement Real-Time Relationships,33,Ashley Gaines,4,54.0,21,23,91.30434782608695,60,0
822,Transition Cutting-Edge Web-Readiness,12,Anne Sullivan,8,21.6,149,192,77.60416666666666,80,0
823,Utilize Granular Schemas,43,Gabriel Andrews,3,52.2,40,57,70.17543859649122,99,1
824,Mesh Bricks-And-Clicks Functionalities,2,Melanie Stevens,14,58.4,106,126,84.12698412698413,83,1
825,Architect Integrated Infrastructures,7,Jaime Cummings,14,65.2,141,194,72.68041237113401,86,0
826,Strategize Customized Functionalities,48,Cody Garrison,5,45.4,58,113,51.32743362831859,76,1
827,Deploy Cutting-Edge Methodologies,26,Hannah Brown,7,18.8,45,134,33.582089552238806,98,1
828,Utilize Frictionless E-Services,54,Timothy Williams,13,33.4,144,150,96.0,88,0
829,Aggregate Integrated Eyeballs,36,Christine Gonzalez,6,30.6,83,169,49.112426035502956,70,1
830,Matrix Next-Generation Web-Readiness,34,Bruce Hutchinson,5,19.2,37,49,75.51020408163265,98,1
831,Enhance Strategic Supply-Chains,59,Alexander Cooper,14,31.2,61,155,39.35483870967742,71,1
832,Harness One-To-One Portals,26,Dana Brooks,9,23.6,105,166,63.25301204819277,67,1
833,Exploit Innovative Functionalities,42,Alexander Williams,7,55.4,34,50,68.0,66,1
834,Brand Extensible Schemas,49,Daniel Stevenson,5,40.0,68,74,91.8918918918919,89,0
835,Morph Cross-Media Interfaces,21,Lonnie Burnett,9,28.8,132,197,67.00507614213198,68,1
836,Deliver Value-Added Infrastructures,8,Chelsea Crawford,7,36.2,83,166,50.0,96,1
837,Orchestrate Seamless Niches,14,Devon Miller,5,41.8,111,114,97.36842105263158,83,0
838,Incentivize Holistic Content,54,Gina Jimenez,5,37.6,170,263,64.63878326996198,60,1
839,Synergize Efficient Roi,5,Teresa Marquez,7,21.8,133,199,66.83417085427136,84,1
840,Engineer Value-Added Mindshare,30,Robert Anderson,4,51.8,28,30,93.33333333333333,74,0
841,Revolutionize Interactive Markets,20,Jason Ramsey,7,39.0,197,230,85.65217391304348,90,0
842,Synthesize Holistic Methodologies,50,Courtney Cox,14,40.4,132,230,57.391304347826086,91,1
843,Aggregate Interactive Technologies,12,Mr. Steven Alexander,12,26.8,24,96,25.0,66,1
844,Target Front-End Synergies,12,Taylor Taylor,13,16.6,185,207,89.3719806763285,90,0
845,Incentivize Visionary E-Commerce,8,Taylor Sherman,3,48.6,106,195,54.35897435897436,90,1
846,Architect E-Business Networks,41,Carla Lowe,7,29.6,105,176,59.65909090909091,89,1
847,Integrate Cross-Media Niches,42,Jaime Jones,5,41.2,192,269,71.37546468401487,90,0
848,Integrate Innovative Solutions,22,Lauren Moore,10,58.8,106,157,67.51592356687898,66,1
849,Strategize Back-End Initiatives,41,Benjamin Bradley,13,22.2,83,138,60.14492753623188,94,1
850,Revolutionize Dynamic Schemas,45,Michael Miles,12,23.0,52,99,52.52525252525253,67,1
851,Orchestrate Innovative Eyeballs,33,Harry Stewart,6,41.6,64,127,50.39370078740157,66,1
852,Cultivate Best-Of-Breed Solutions,3,Robert Berry,8,30.4,72,120,60.0,86,1
853,Enable Sticky E-Markets,49,Jessica Evans,8,49.4,185,221,83.710407239819,95,1
854,Incentivize Bricks-And-Clicks Partnerships,46,Katelyn Thomas,11,19.6,89,115,77.39130434782608,82,0
855,Scale Cross-Media Portals,29,Paul Roberts,7,25.0,145,220,65.9090909090909,85,1
856,Drive One-To-One Web Services,51,Isabel Williams,5,33.6,87,88,98.86363636363636,89,0
857,Seize 24/7 Initiatives,19,Rachel Russell,5,44.4,28,66,42.42424242424242,82,1
858,Architect Ubiquitous Action-Items,11,Dr. Cassandra Marshall,12,59.2,177,260,68.07692307692308,74,1
859,Envisioneer Leading-Edge Schemas,6,Angela Baker,13,25.2,185,206,89.80582524271846,72,0
